group,locus,nsam,nsites,nsites_ug,S,Singletons,NMut,nhap,hapdiv,WallsB,WallsQ,ThetaW,ThetaPi,TajD,FuLiDStar,FuLiFStar,Rmin,rho87,pTajD,pnhap,phapdiv,pWallsB,pWallsQ,pFuLiDStar,pFuLiFStar
octocephala,8-Perca-flavescens-652.fas,8,652,652,1,0,1,2,0.535714,NA,NA,0.000591526,0.000821648,1.1665,0.887794,1.0316,4294967295,10000,0.904,1,0.904,nan,nan,1,0.904
octocephala,8-Pogonias-cromis-652.fas,8,652,652,1,0,1,2,0.428571,NA,NA,0.000591526,0.000657318,0.333503,0.887794,0.825279,4294967295,10000,0.715,1,0.715,nan,nan,1,0.715
octocephala,8-Pomoxis-nigromaculatus-652.fas,8,652,652,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
octocephala,8-Prosopium-williamsoni-652.fas,8,652,652,4,2,4,4,0.642857,0.333333,0.5,0.0023661,0.00241017,0.0812425,-0.176369,-0.128383,0,11.7741,0.574,0.843,0.359,0.569,0.569,0.558,0.511
octocephala,8-Psammobatis-rudis-652.fas,8,652,652,4,2,4,5,0.857143,0,0,0.0023661,0.00224584,-0.221747,-0.176369,-0.205413,0,10000,0.453,1,0.968,1,1,0.568,0.453
octocephala,8-Ptychocheilus-oregonensis-652.fas,8,652,652,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,1.162E-152,1.162E-152,1.162E-152,1.162E-152,1.162E-152,1.162E-152,1.162E-152
octocephala,8-Rhinichthys-obtusus-652.fas,8,652,652,6,2,6,5,0.785714,0.4,0.5,0.00354916,0.00361525,0.086807,0.343338,0.313194,0,7.46109,0.579,0.885,0.563,0.403,0.403,0.719,0.597
octocephala,8-Salvelinus-malma-652.fas,8,652,652,2,1,2,3,0.678571,0,0,0.00118305,0.00125986,0.241783,-0.149314,-0.0648688,0,10000,0.653,1,0.884,1,1,0.653,0.653
octocephala,8-Salvelinus-namaycush-652.fas,8,652,652,3,1,3,3,0.464286,0.5,0.666667,0.00177458,0.00169807,-0.177397,0.300728,0.208722,0,0.499832,0.554,0.634,0.214,0.45,0.45,0.772,0.554
octocephala,8-Stenodus-leucichthys-652.fas,8,652,652,1,0,1,2,0.535714,NA,NA,0.000591526,0.000821648,1.1665,0.887794,1.0316,4294967295,10000,0.91,1,0.91,nan,nan,1,0.91
octocephala,8-Xystreurys-rasile-652.fas,8,652,652,7,5,7,7,0.964286,0,0,0.00414068,0.00356047,-0.666812,-0.893651,-0.929264,0,10000,0.307,1,1,1,1,0.294,0.275
octocephala,9-Ambloplites-rupestris-652.fas,9,652,652,2,1,2,3,0.638889,0,0,0.00112864,0.00119291,0.195897,-0.221036,-0.135506,0,10000,0.719,1,0.789,1,1,0.633,0.633
octocephala,9-Ameiurus-nebulosus-652.fas,9,652,652,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
octocephala,9-Cyprinus-carpio-652.fas,9,652,652,1,0,1,2,0.388889,NA,NA,0.00056432,0.000596455,0.156474,0.840403,0.748374,4294967295,10000,0.432,1,0.702,0,0,1,0.432
octocephala,9-Hypentelium-nigricans-652.fas,9,652,652,1,1,1,2,0.222222,NA,NA,0.00056432,0.000340832,-1.08823,-1.1899,-1.28293,4294967295,10000,0.44,1,0.394,0,0,0.44,0.44
octocephala,9-Ichthyomyzon-unicuspis-652.fas,9,652,652,3,1,3,4,0.583333,0,0,0.00169296,0.00170416,0.0252666,0.2314,0.202273,0,4.48301,0.486,1,0.382,1,1,0.738,0.544
octocephala,9-Lepomis-cyanellus-652.fas,9,652,652,1,1,1,2,0.222222,NA,NA,0.00056432,0.000340832,-1.08823,-1.1899,-1.28293,4294967295,10000,0.435,1,0.387,0,0,0.435,0.435
octocephala,9-Margariscus-margarita-652.fas,9,652,652,6,3,6,5,0.805556,0,0,0.00338592,0.00349352,0.138647,-0.285339,-0.204832,0,12.4291,0.607,0.853,0.665,1,1,0.489,0.469
octocephala,9-Notropis-photogenis-652.fas,9,652,652,2,1,2,3,0.638889,0,0,0.00112864,0.0011077,-0.0638201,-0.221036,-0.203259,0,10000,0.504,1,0.747,1,1,0.625,0.504
octocephala,9-Notropis-volucellus-652.fas,9,652,652,6,1,6,3,0.416667,0.8,0.833333,0.00338592,0.00332311,-0.0809374,0.819715,0.673018,0,1.19209E-07,0.492,0.209,0.038,0.072,0.124,0.894,0.721
octocephala,9-Percopsis-omiscomaycus-652.fas,9,652,652,11,6,11,7,0.944444,0,0,0.00620752,0.00579414,-0.312982,-0.473349,-0.485956,0,91.0075,0.411,0.959,0.959,1,1,0.374,0.347
octocephala,9-Prosopium-cylindraceum-652.fas,9,652,652,2,1,2,3,0.416667,0,0,0.00112864,0.000937287,-0.583254,-0.221036,-0.338764,0,3.99272,0.243,1,0.327,1,1,0.625,0.243
octocephala,9-Semotilus-atromaculatus-652.fas,9,652,652,3,0,3,2,0.5,1,1,0.00169296,0.00230061,1.37122,1.18844,1.36534,0,0.959778,0.908,0.109,0.186,0.109,0.109,1,0.954
mammalia,10-Artibeus-obscurus-657.fas,10,657,657,11,3,11,4,0.733333,0.4,0.545455,0.00591833,0.00744123,1.15223,0.449894,0.701666,0,2.90526,0.913,0.173,0.142,0.257,0.286,0.759,0.774
mammalia,10-Cratogeomys-perotensis-1551.fas,10,1551,1551,42,18,43,10,1,0.125,0.195122,0.00980006,0.010101,0.149432,-0.106633,-0.0481678,2,15.1937,0.615,1,1,0.778,0.849,0.463,0.475
mammalia,10-Neotoma-lepida-632.fas,10,632,632,62,13,64,10,1,0.135593,0.25,0.035796,0.0427215,0.951189,0.792013,0.939764,16,13.2122,0.873,1,1,0.757,0.765,0.838,0.859
mammalia,10-Sus-scrofa-15977.fas,10,15977,15977,9423,6504,10132,10,1,0.88236,0.894767,0.224167,0.183919,-0.902056,-1.06757,-1.16045,9,1.19209E-07,0.167,1,1,0,0.001,0.142,0.14
mammalia,11-Anoura-caudifer-657.fas,11,657,657,16,8,16,6,0.8,0.2,0.3125,0.00831457,0.00857894,0.141721,-0.504389,-0.384948,1,9.92646,0.586,0.464,0.217,0.56,0.549,0.329,0.343
mammalia,11-Artibeus-obscurus-501.fas,11,501,501,42,27,44,11,1,0.25641,0.45,0.0299847,0.0257666,-0.661745,-1.02928,-1.0611,8,2.01653,0.255,1,1,0.334,0.292,0.186,0.182
mammalia,11-Molossus-rufus-657.fas,11,657,657,18,11,18,7,0.872727,0.0588235,0.111111,0.00935389,0.00785942,-0.718576,-0.964998,-1.02208,2,38.4117,0.264,0.624,0.422,0.947,0.947,0.221,0.199
mammalia,11-Ochotona-alpina-657.fas,11,657,657,8,6,8,7,0.872727,0,0,0.00415729,0.00315484,-0.997651,-1.39116,-1.45949,0,92.845,0.148,0.968,0.85,1,1,0.143,0.128
mammalia,12-Cratogeomys-goldmani-1410.fas,12,1410,1410,116,60,119,12,1,0.160714,0.274336,0.028042,0.0268773,-0.194745,-0.662788,-0.610529,5,10.4551,0.44,1,1,0.627,0.627,0.232,0.251
mammalia,12-Lonchophylla-thomasi-657.fas,12,657,657,7,5,7,6,0.80303,0.333333,0.571429,0.00352812,0.00251372,-1.12514,-1.32028,-1.4407,0,10000,0.141,0.88,0.6,0.352,0.261,0.176,0.133
mammalia,12-Proechimys-guyannensis-657.fas,12,657,657,11,6,11,8,0.893939,0,0,0.00554419,0.00461233,-0.69933,-0.740698,-0.829434,0,46.6916,0.24,0.962,0.828,1,1,0.277,0.221
mammalia,12-Sorex-araneus-446.fas,12,446,446,12,6,12,9,0.939394,0,0,0.00890958,0.00818725,-0.340579,-0.564388,-0.575545,0,8.96138,0.385,0.991,0.972,1,1,0.337,0.299
mammalia,13-Homo-sapiens-16570.fas,13,16570,16570,209,32,209,13,1,0.706731,0.760766,0.00406455,0.00538353,1.49039,0.954291,1.25925,5,0.111991,0.969,1,1,0.001,0.005,0.929,0.967
mammalia,13-Rattus-tanezumi-702.fas,13,702,702,10,5,10,4,0.653846,0.111111,0.2,0.00459041,0.00452918,-0.0532853,-0.616637,-0.534063,0,2.72646,0.528,0.134,0.107,0.793,0.793,0.351,0.333
mammalia,15-Eptesicus-chiriquinus-657.fas,15,657,657,13,8,13,9,0.904762,0,0,0.00608535,0.00446474,-1.04717,-1.28236,-1.3988,0,49.4577,0.156,0.934,0.855,1,1,0.134,0.113
mammalia,15-Ochotona-hyperborea-657.fas,15,657,657,72,12,73,9,0.8,0.285714,0.464789,0.0341716,0.0376459,0.442639,0.847445,0.846293,8,0.67066,0.706,0.072,0.002,0.23,0.207,0.888,0.839
mammalia,19-Artibeus-lituratus-657.fas,19,657,657,29,20,29,15,0.97076,0.107143,0.172414,0.0126291,0.007192,-1.70369,-2.10822,-2.31172,2,52.7224,0.015,0.993,0.986,0.725,0.719,0.041,0.026
mammalia,19-Artibeus-planirostris-501.fas,19,501,501,36,16,36,19,1,0.0285714,0.0555556,0.0205591,0.0167851,-0.735706,-0.789112,-0.89915,5,92.1653,0.256,1,1,0.971,0.971,0.224,0.197
mammalia,20-Carollia-brevicauda-657.fas,20,657,657,21,11,22,15,0.942105,0,0,0.00943856,0.00518305,-1.72743,-1.09737,-1.49214,1,60.858,0.021,0.998,0.926,1,1,0.164,0.096
mammalia,21-Cratogeomys-castanops-1410.fas,21,1410,1410,143,57,152,19,0.990476,0.105263,0.19403,0.0299914,0.026265,-0.509786,-0.51676,-0.600578,15,20.6664,0.335,0.894,0.894,0.66,0.636,0.247,0.239
mammalia,21-Myotis-riparius-657.fas,21,657,657,101,9,105,13,0.890476,0.302083,0.43299,0.0444216,0.0673915,2.106,1.26803,1.7824,7,1.40408,0.991,0.086,0.004,0.12,0.137,0.986,0.995
mammalia,21-Pteronura-brasiliensis-628.fas,21,628,628,4,3,4,4,0.585714,0,0,0.0017704,0.00124355,-0.848028,-1.72932,-1.71102,0,21.7479,0.221,0.606,0.415,1,1,0.106,0.1
mammalia,21-Rattus-exulans-702.fas,21,702,702,9,4,9,6,0.657143,0.25,0.444444,0.00356349,0.00335097,-0.202382,-0.720028,-0.661545,0,1.35597,0.461,0.48,0.156,0.344,0.266,0.288,0.254
mammalia,23-Pteronotus-parnellii-657.fas,23,657,657,39,6,39,6,0.675889,0.5,0.641026,0.0160834,0.0249427,2.12877,0.787028,1.40559,0,1.19209E-07,0.993,0.001,0,0.025,0.03,0.872,0.969
mammalia,23-Pteronotus-personatus-657.fas,23,657,657,31,28,31,6,0.802372,0.733333,0.83871,0.0127842,0.00560699,-2.13998,-3.6897,-3.76006,0,1.19209E-07,0.002,0.005,0.05,0.001,0.002,0.001,0.001
mammalia,24-Thomomys-talpoides-364.fas,24,364,364,64,20,68,23,0.996377,0.0166667,0.0327869,0.0502754,0.0462575,-0.315278,-0.0946831,-0.185395,21,17.4481,0.417,1,1,0.978,0.978,0.444,0.405
mammalia,25-Homo-sapiens-15567.fas,25,15567,15567,151,105,152,24,0.996667,0.0604027,0.113333,0.0025859,0.00120576,-2.1194,-2.81784,-3.0529,7,27.6796,0.005,0.996,0.996,0.859,0.868,0.019,0.014
mammalia,25-Panthera-tigris-400.fas,25,400,400,2,1,2,3,0.29,0,0,0.00132417,0.00075,-0.940658,-0.675372,-0.862621,0,10000,0.171,1,0.284,1,1,0.485,0.171
mammalia,27-Platyrrhinus-helleri-657.fas,27,657,657,54,13,54,19,0.960114,0.132075,0.222222,0.021324,0.0250556,0.666614,0.192535,0.406435,8,6.78479,0.796,0.93,0.794,0.484,0.49,0.585,0.673
mammalia,28-Saccopteryx-leptura-657.fas,28,657,657,39,23,40,20,0.952381,0.027027,0.0526316,0.0156452,0.00769491,-1.89471,-2.05158,-2.35637,2,27.441,0.009,0.995,0.827,0.88,0.88,0.047,0.032
mammalia,29-Artibeus-planirostris-657.fas,29,657,657,38,18,38,22,0.96798,0.027027,0.0526316,0.0147278,0.0129338,-0.44997,-1.41014,-1.29504,6,22.6999,0.386,0.998,0.975,0.963,0.963,0.096,0.121
mammalia,31-Artibeus-lituratus-501.fas,31,501,501,38,24,39,31,1,0,0,0.0194855,0.00891979,-1.98305,-2.47181,-2.72829,4,10000,0.01,1,1,1,1,0.024,0.016
mammalia,33-Carollia-perspicillata-657.fas,33,657,657,28,17,28,23,0.958333,0,0,0.0105009,0.00650339,-1.34515,-2.40693,-2.42875,7,46.0787,0.063,1,0.992,1,1,0.03,0.026
mammalia,35-Saccopteryx-bilineata-657.fas,35,657,657,23,15,23,17,0.791597,0,0,0.00850069,0.00380645,-1.89718,-2.71756,-2.88873,1,2.40083,0.007,0.982,0.122,1,1,0.017,0.011
mammalia,5-Aotus-azarai-629.fas,5,628,628,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,5.7437E+257,5.7437E+257,5.7437E+257,5.7437E+257,5.7437E+257,5.7437E+257,5.7437E+257
mammalia,5-Bradypus-torquatus-632.fas,5,632,632,48,5,48,5,1,0.680851,0.833333,0.0364557,0.0439873,1.55814,1.55814,1.68698,2,2.16084,0.947,1,1,0.121,0.106,0.961,0.956
mammalia,5-Diclidurus-isabellus-657.fas,5,657,657,4,4,4,2,0.4,1,1,0.00292237,0.00243531,-1.0938,-1.0938,-1.11335,0,1.19209E-07,0.308,0.186,0.035,0.186,0.217,0.308,0.308
mammalia,5-Dipodomys-merriami-1548.fas,5,1548,1548,46,13,46,5,1,0.644444,0.804348,0.0142636,0.0161499,0.996759,0.996759,1.07881,0,4.28328,0.819,1,1,0.174,0.158,0.836,0.821
mammalia,5-Eptesicus-furinalis-657.fas,5,657,657,11,10,11,4,0.9,0.4,0.545455,0.00803653,0.00700152,-0.926928,-0.926928,-0.980171,0,1.40922,0.306,0.701,0.701,0.532,0.565,0.306,0.306
mammalia,5-Eumops-auripendulus-657.fas,5,657,657,2,1,2,3,0.7,0,0,0.00146119,0.00152207,0.243139,0.243139,0.238601,0,10000,0.791,1,0.754,1,1,0.791,0.791
mammalia,5-Lophostoma-brasiliense-657.fas,5,657,657,9,3,10,5,1,0.571429,0.75,0.00730594,0.00791476,0.596333,0.894499,0.880453,0,8.81108,0.77,1,1,0.218,0.244,0.852,0.777
mammalia,5-Lophostoma-carrikeri-657.fas,5,657,657,6,3,6,4,0.9,0.4,0.666667,0.00438356,0.00456621,0.286384,0.286384,0.296754,0,419.627,0.726,0.886,0.886,0.6,0.477,0.73,0.726
mammalia,5-Mimon-crenulatum-657.fas,5,657,657,6,6,6,3,0.7,0.6,0.833333,0.00438356,0.00365297,-1.14554,-1.14554,-1.18702,0,0.284576,0.226,0.467,0.311,0.345,0.246,0.226,0.226
mammalia,5-Neotoma-fuscipes-632.fas,5,632,632,48,8,49,5,1,0.717391,0.787234,0.0372152,0.0436709,1.30868,1.37283,1.4727,0,2.55885,0.927,1,1,0.083,0.143,0.954,0.942
mammalia,5-Neotoma-micropus-631.fas,5,631,631,7,3,7,4,0.9,0.166667,0.285714,0.00532488,0.00570523,0.49788,0.49788,0.518958,0,124.375,0.738,0.816,0.816,0.874,0.874,0.741,0.738
mammalia,5-Phyllostomus-discolor-657.fas,5,657,657,2,2,2,3,0.7,0,0,0.00146119,0.00121766,-0.972558,-0.972558,-0.954404,0,10000,0.449,1,0.745,1,1,0.449,0.449
mammalia,5-Rattus-fuscipes-702.fas,5,702,702,38,25,38,5,1,0.216216,0.394737,0.0259829,0.0253561,-0.181238,-0.181238,-0.195822,0,64.2408,0.494,1,1,0.841,0.797,0.521,0.519
mammalia,5-Rattus-rattus-702.fas,5,702,702,1,1,1,2,0.4,NA,NA,0.000683761,0.000569801,-0.816497,-0.816497,-0.771517,4294967295,10000,0.618,1,0.106,0,0,0.618,0.618
mammalia,5-Sorex-coronatus-439.fas,5,439,439,2,1,2,3,0.8,0,0,0.00218679,0.0022779,0.243139,0.243139,0.238601,0,10000,0.787,1,1,1,1,0.787,0.787
mammalia,5-Sorex-coronatus-798.fas,5,798,798,7,6,7,5,1,0.166667,0.285714,0.00421053,0.0037594,-0.74682,-0.74682,-0.778437,0,10000,0.392,1,1,0.879,0.879,0.392,0.392
mammalia,5-Stenella-coeruleoalba-756.fas,5,756,756,19,19,19,5,1,0.277778,0.421053,0.0120635,0.0100529,-1.22992,-1.22992,-1.31654,0,195.669,0,1,1,0.723,0.754,0.073,0.073
mammalia,5-Sturnira-tildae-655.fas,5,655,655,505,5,506,5,1,0.982107,0.990079,0.370809,0.461679,1.87309,1.87938,2.04851,0,0.385014,1,1,1,0,0,1,1
mammalia,51-Rattus-sp.-702.fas,51,702,702,173,39,200,29,0.935686,0.0540541,0.107383,0.0633224,0.0683012,0.283157,0.308277,0.357503,43,6.80902,0.704,0.088,0.009,0.75,0.715,0.672,0.717
mammalia,6-Artibeus-fimbriatus-501.fas,6,501,501,8,4,8,6,1,0,0,0.00699331,0.00718563,0.162121,0.0776888,0.102943,1,77.7703,0.596,1,1,1,1,0.619,0.596
mammalia,6-Carollia-brevicauda-655.fas,6,655,655,16,9,16,6,1,0.266667,0.4375,0.0106982,0.0102799,-0.241794,-0.118009,-0.156997,0,32.2322,0.484,1,1,0.67,0.633,0.532,0.494
mammalia,6-Cratogeomys-fulvescens-1551.fas,6,1551,1551,19,17,20,6,1,0.294118,0.555556,0.00567451,0.0048141,-0.951847,-1.04698,-1.11166,0,232.105,0.201,1,1,0.555,0.363,0.206,0.206
mammalia,6-Cratogeomys-merriami-1551.fas,6,1551,1551,96,79,96,5,0.933333,0.357895,0.552083,0.0271346,0.0232538,-0.924966,-0.993184,-1.07366,5,3.64826,0.225,0.257,0.257,0.421,0.395,0.204,0.203
mammalia,6-Eumops-hansae-657.fas,6,657,657,5,5,5,5,0.933333,0,0,0.003333,0.00253678,-1.33698,-1.36825,-1.45012,0,10000,0.171,0.983,0.983,1,1,0.171,0.171
mammalia,6-Liomys-irroratus-1548.fas,6,1548,1548,123,94,126,6,1,0.285714,0.491667,0.0356476,0.0312231,-0.803662,-0.738045,-0.826741,6,11.7204,0.291,1,1,0.56,0.507,0.316,0.309
mammalia,6-Lonchophylla-thomasi-655.fas,6,655,655,6,3,6,5,0.933333,0.2,0.333333,0.00401181,0.00396947,-0.0604167,0.0753804,0.0496579,0,35.7948,0.557,0.975,0.975,0.792,0.792,0.634,0.557
mammalia,6-Molossops-neglectus-657.fas,6,657,657,3,2,3,3,0.6,0,0,0.0019998,0.00182648,-0.447361,-0.374809,-0.410152,0,69.7674,0.463,0.727,0.394,1,1,0.545,0.463
mammalia,6-Ochotona-hyperborea-421.fas,6,421,421,19,7,19,5,0.933333,0.166667,0.210526,0.0197652,0.0218527,0.658408,0.505915,0.586408,2,34.4396,0.779,0.693,0.693,0.843,0.928,0.741,0.731
mammalia,6-Platyrrhinus-aurarius-655.fas,6,655,655,7,5,7,5,0.933333,0,0,0.00468045,0.00417303,-0.63095,-0.566447,-0.622519,0,95.2106,0.373,0.949,0.949,1,1,0.436,0.36
mammalia,6-Proechimys-cuvieri-657.fas,6,657,657,3,1,3,4,0.866667,0,0,0.0019998,0.0021309,0.338389,0.510516,0.498042,0,10000,0.702,1,1,1,1,0.807,0.702
mammalia,6-Tonatia-saurophila-657.fas,6,657,657,2,1,2,3,0.733333,0,0,0.0013332,0.00131913,-0.0500174,0.062208,0.0398371,0,10000,0.61,1,0.948,1,1,0.723,0.61
mammalia,6-Uroderma-bilobatum-657.fas,6,657,657,7,7,7,4,0.8,0.166667,0.285714,0.0046662,0.0035515,-1.39031,-1.42394,-1.52011,0,10.3285,0.118,0.71,0.478,0.851,0.851,0.118,0.118
mammalia,7-Artibeus-cinereus-501.fas,7,501,501,34,6,35,7,1,0.65625,0.818182,0.0285144,0.0311757,0.535004,1.06272,1.04377,1,2.30968E-07,0.749,1,1,0.052,0.042,0.917,0.875
mammalia,7-Artibeus-cinereus-657.fas,7,657,657,8,6,8,7,1,0,0,0.00497002,0.00420381,-0.809874,-0.87094,-0.937459,0,10000,0.278,1,1,1,1,0.302,0.278
mammalia,7-Artibeus-concolor-655.fas,7,655,655,23,10,23,7,1,0.272727,0.347826,0.0143325,0.015558,0.483076,0.14219,0.241299,1,13.1167,0.688,1,1,0.574,0.717,0.562,0.569
mammalia,7-Molossus-molossus-657.fas,7,657,657,13,11,13,7,1,0.0833333,0.153846,0.00807629,0.00652316,-1.05315,-1.22937,-1.30755,0,10000,0.152,1,1,0.953,0.953,0.167,0.167
mammalia,7-Ovis-aries-1545.fas,7,1545,1545,0,0,0,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
mammalia,7-Phyllostomus-elongatus-657.fas,7,657,657,6,5,6,6,0.952381,0.2,0.333333,0.00372752,0.00289918,-1.12898,-1.09691,-1.20302,0,10000,0.152,0.996,0.996,0.723,0.723,0.248,0.194
mammalia,7-Platyrrhinus-aurarius-654.fas,7,654,654,6,5,6,5,0.904762,0.4,0.666667,0.00374462,0.00291248,-1.12898,-1.09691,-1.20302,0,10000,0.147,0.935,0.935,0.457,0.34,0.258,0.192
mammalia,7-Rhynchonycteris-naso-657.fas,7,657,657,9,2,9,4,0.714286,0.625,0.777778,0.00559128,0.00695803,1.29919,0.817778,1.01348,0,2.39269,0.946,0.47,0.21,0.146,0.149,0.863,0.863
mammalia,7-Sus-scrofa-15978.fas,7,15978,15978,10971,115,11036,7,1,0.983952,0.991289,0.281918,0.372244,1.89058,1.67484,1.91304,9,0.784288,0.996,1,1,0,0,1,1
mammalia,8-Artibeus-glaucus-501.fas,8,501,501,44,20,45,8,1,0.333333,0.488372,0.0346415,0.0367123,0.320817,-0.0136729,0.0720962,3,5.77346,0.648,1,1,0.332,0.364,0.476,0.49
mammalia,8-Cormura-brevirostris-657.fas,8,657,657,10,9,10,7,0.964286,0.111111,0.2,0.00587024,0.00424005,-1.37475,-1.56564,-1.68555,0,10000,0.093,0.995,0.995,0.874,0.874,0.096,0.093
mammalia,8-Cynomops-paranus-657.fas,8,657,657,5,3,5,6,0.928571,0,0,0.00293512,0.00244618,-0.755397,-0.494073,-0.611021,0,10000,0.271,1,1,1,1,0.439,0.323
mammalia,8-Glossophaga-soricina-657.fas,8,657,657,25,14,26,7,0.964286,0.130435,0.25,0.0152626,0.0136443,-0.558922,-0.356565,-0.449734,2,4.62151,0.297,0.871,0.871,0.796,0.788,0.387,0.353
mammalia,8-Lonchophylla-thomasi-654.fas,8,654,654,11,8,11,6,0.928571,0,0,0.00648689,0.00518785,-1.0001,-0.986099,-1.09697,1,7.60369,0.204,0.864,0.864,1,1,0.255,0.204
mammalia,8-Sturnira-lilium-657.fas,8,657,657,16,15,16,7,0.964286,0.2,0.3125,0.00939239,0.00636008,-1.65898,-1.76339,-1.9324,0,0.297543,0.034,0.941,0.941,0.682,0.669,0.051,0.034
mammalia,8-Sus-scrofa-16941.fas,8,16941,16941,37,22,37,8,1,0.0833333,0.162162,0.000842334,0.000767369,-0.475054,-0.569231,-0.609966,2,45.6046,0.339,1,1,0.96,0.951,0.328,0.319
mammalia,9-Carollia-perspicillata-655.fas,9,655,655,11,4,11,7,0.944444,0.2,0.272727,0.00617909,0.00619169,0.00957936,0.180999,0.1562,1,62.7116,0.529,0.961,0.961,0.674,0.674,0.634,0.54
mammalia,9-Melonycteris-fardoulisi-628.fas,9,628,628,91,52,93,9,1,0.352273,0.539326,0.0544875,0.0522824,-0.208743,-0.580264,-0.550714,4,4.21809,0.419,1,1,0.226,0.181,0.272,0.295
mammalia,9-Noctilio-albiventris-657.fas,9,657,657,46,3,46,5,0.861111,0.777778,0.891304,0.0257612,0.0366988,2.15991,1.37174,1.75476,0,0.736667,1,0.031,0.047,0.005,0.002,0.992,0.997
mammalia,9-Ochotona-turuchanensis-657.fas,9,657,657,5,2,5,4,0.777778,0,0,0.00280013,0.00245222,-0.526292,0.0447112,-0.101939,0,123.061,0.365,0.651,0.611,1,1,0.626,0.449
hexapoda,10-Anartia-amathea-799.fas,10,799,799,4,4,4,4,0.533333,0,0,0.00176964,0.00100125,-1.66706,-1.9158,-2.07655,0,53.3126,0,0.789,0.209,1,1,0.093,0
hexapoda,10-Chrysomya-semimetallica-658.fas,10,658,658,3,2,3,4,0.644444,0,0,0.00161164,0.00114826,-1.03446,-0.804896,-0.961786,0,10000,0.121,1,0.632,1,1,0.362,0.121
hexapoda,10-Leptocarabus-procerulus-563.fas,10,563,563,16,10,16,10,1,0.0666667,0.125,0.0100458,0.00817052,-0.864136,-0.904279,-1.00754,3,90.1625,0.18,1,1,0.926,0.926,0.215,0.176
hexapoda,10-Thaumetopoea-wilkinsoni-263.fas,10,263,263,16,6,16,10,1,0.0666667,0.125,0.0215048,0.0230672,0.336312,0.0691608,0.152658,1,36.1273,0.669,1,1,0.938,0.938,0.544,0.526
hexapoda,108-Drosophila-recens-1432.fas,108,1432,1432,53,37,53,47,0.827795,0,0,0.00704343,0.00147714,-2.50076,-5.8466,-5.3616,6,19.7682,0,1,0.038,1,1,0,0
hexapoda,109-Drosophila-subquinaria-1432.fas,109,1432,1432,188,76,199,101,0.996092,0,0,0.0263996,0.0156762,-1.35127,-2.59628,-2.45681,43,23.9894,0.054,1,1,1,1,0.015,0.011
hexapoda,11-Gerris-costae-772.fas,11,772,772,15,8,15,8,0.927273,0.0714286,0.133333,0.00663375,0.00560528,-0.687367,-0.635481,-0.7345,1,42.6176,0.257,0.908,0.844,0.906,0.906,0.288,0.254
hexapoda,11-Gerris-thoracicus-724.fas,11,724,724,6,3,6,6,0.872727,0,0,0.00282942,0.0025113,-0.445104,-0.439518,-0.497475,0,10000,0.336,0.956,0.936,1,1,0.422,0.318
hexapoda,11-Homona-mermerodes-639.fas,11,639,639,10,9,10,4,0.490909,0.555556,0.7,0.00534299,0.00307298,-1.80856,-2.01388,-2.21839,0,1.19209E-07,0.014,0.207,0.036,0.12,0.127,0.049,0.014
hexapoda,11-Kikihia-sp.-774.fas,11,774,774,106,62,121,11,1,0.043956,0.0869565,0.053374,0.0468875,-0.583898,-0.606979,-0.682734,22,85.4862,0.292,1,1,0.995,0.995,0.271,0.267
hexapoda,11-Podisma-sapporensis-376.fas,11,376,376,2,1,2,3,0.563636,0,0,0.00181605,0.00183752,0.0361649,-0.330345,-0.269606,0,121.561,0.53,1,0.665,1,1,0.605,0.439
hexapoda,11-Podisma-sapporensis-474.fas,11,474,474,1,1,1,2,0.181818,NA,NA,0.000720289,0.000383583,-1.1285,-1.28946,-1.39919,4294967295,10000,0,1,0.38,nan,nan,0.41,0.41
hexapoda,119-Culex-annulirostris-538.fas,119,538,538,88,39,100,119,1,0,0,0.0347289,0.0185199,-1.51102,-2.66319,-2.59522,19,21.9918,0.03,1,1,1,1,0.011,0.011
hexapoda,12-Chironomus-nuditarsis-416.fas,12,416,416,19,15,19,12,1,0.333333,0.526316,0.0151241,0.00936043,-1.66783,-1.83031,-2.03485,0,13.4618,0.034,1,1,0.26,0.226,0.062,0.043
hexapoda,12-Chironomus-plumosus-416.fas,12,416,416,45,38,45,12,1,0.386364,0.533333,0.0358204,0.0213068,-1.85324,-2.18086,-2.38793,2,1.19209E-07,0.014,1,1,0.138,0.16,0.028,0.025
hexapoda,12-Dioryctria-reniculelloides-475.fas,12,475,475,12,11,12,12,1,0,0,0.00836562,0.00488038,-1.75016,-2.25916,-2.41776,0,10000,0.021,1,1,1,1,0.019,0.014
hexapoda,13-Anartia-fatima-799.fas,13,799,799,6,4,6,7,0.846154,0,0,0.00241988,0.00176503,-0.999291,-1.1812,-1.29012,0,10000,0.159,1,0.906,1,1,0.198,0.133
hexapoda,13-Avaritia-imicola-455.fas,13,455,455,12,7,12,13,1,0,0,0.00849882,0.00569174,-1.34853,-0.982943,-1.2316,1,10000,0.072,1,1,1,1,0.215,0.136
